武汉商贸国有控股集团有限公司,,2018-03-08,117,8,150980,5664,58,武汉商贸国有控股集团有限公司公开发行2018年公司债券募集说明书_3179266279965146.txt
绿城房地产集团有限公司,,2018-03-07,256,26,457164,10978,125,绿城房地产集团有限公司公开发行2018年公司债券募集说明书_3178304581230121.txt
绿城房地产集团有限公司,,2018-03-07,256,26,457164,10978,125,绿城房地产集团有限公司公开发行2018年公司债券募集说明书_3178295939466447.txt
嘉禾铸都发展集团有限公司,,2018-03-07,82,14,257088,3338,41,2018年第一期嘉禾铸都发展集团有限公司公司债券募集说明书_3177532930688781.txt
普定县夜郎国有资产投资营运有限责任公司,,2018-03-07,180,10,167578,6338,64,2018年第一期普定县夜郎国有资产投资营运有限责任公司城市停车场建设专项债券募集说明书_3177519487041403.txt
杭电公司,,2018-03-02,242,10,415346,10893,106,杭电股份公开发行可转换公司债券募集说明书_603618_20180302_6.txt
肥西县城乡建设投资有限公司,,2018-03-01,102,8,138856,3212,36,2016年肥西县城乡建设投资有限公司公司债券募集说明书_3173023317506284.txt
艾华集团公司,艾华集团,2018-02-28,186,8,391736,8452,86,艾华集团公开发行可转换公司债券募集说明书_603989_20180228_7.txt
山东玲珑轮胎股份有限公司,玲珑轮胎,2018-02-27,252,2,502920,12088,113,玲珑轮胎公开发行可转换公司债券募集说明书_601966_20180227_11.txt
重庆市铜梁区金龙城市建设投资（集团）有限公司,,2018-02-13,120,12,164938,4496,49,2018年重庆市铜梁区金龙城市建设投资（集团）有限公司城市停车场建设专项债券募集说明书_3154805186796207.txt
寿县国有资产投资运营（集团）有限公司,,2018-02-13,0,0,1176580,0,0,2017年寿县国有资产投资运营（集团）有限公司公司债券募集说明书_3155076174956415.txt
公司,,2018-02-08,138,6,163944,5717,61,2018年第一期秭归县楚元投资有限责任公司养老产业专项债券募集说明书_3154094733727407.txt
安徽潜山县投资有限公司,,2018-02-06,80,4,186432,2824,38,2018年安徽潜山县投资有限公司公司债券募集说明书_3152480920721763.txt
北海新区城区开发建设投资有限公司,,2018-02-05,140,10,161158,5029,57,3 2018年第一期营口北海新区城区开发建设投资有限公司公司债券募集说明书_3149793736247778.txt
肥西县城乡建设投资有限公司,,2018-02-05,102,8,138856,3212,36,2016年肥西县城乡建设投资有限公司公司债券募集说明书_3152391382199996.txt
重庆渝中国有资产经营管理有限公司,,2018-02-02,110,16,171124,5953,57,2018年第一期重庆渝中国有资产经营管理有限公司专项债券募集说明书_3149784480059782.txt
京山县京诚投资开发有限公司,,2018-02-01,63,5,92180,2272,27,2018年京山县京诚投资开发有限公司公司债券募集说明书_3148740658433572.txt
贵州省红果经济开发区开发有限责任公司,,2018-01-31,124,32,274264,4640,68,2018年贵州省红果经济开发区开发有限责任公司养老产业专项债券募集说明书_3148085174179738.txt
中国建筑第六工程局有限公司,,2018-01-31,288,30,319488,12212,142,中国建筑第六工程局有限公司公开发行2018年可续期公司债券募集说明书_3148043453848578.txt
建设投资开发有限公司,,2018-01-31,66,1,89273,1983,26,2018年第一期吉水县城市建设投资开发有限公司城市地下综合管廊建设专项债券募集说明书_3148083584958154.txt
泾县国有资产投资运营有限公司,,2018-01-31,41,4,80892,1154,16,2018年泾县国有资产投资运营有限公司公司债券募集说明书_3146355403101853.txt
安岳县兴安城市建设投资开发有限公司,,2018-01-30,144,6,158804,6162,68,2018年第一期安岳县兴安城市建设投资开发有限公司公司债券募集说明书_3146536191326185.txt
中国石油天然气集团有限公司,,2018-01-30,140,11,187288,6474,64,中国石油天然气集团有限公司2018年公开发行可交换公司债券募集说明书（面向公众投资者）_3146434780135676.txt
兴义市信恒城市建设投资有限公司,,2018-01-29,138,18,255608,5813,58,2018年第一期兴义市信恒城市建设投资有限公司公司债券募集说明书_3142887278709304.txt
中银国际证券股份有限公司,,2018-01-29,282,22,256730,9706,106,中银国际证券股份有限公司2018年公开发行公司债券募集说明书_3143763241776552.txt
无锡银行公司,无锡银行,2018-01-26,832,24,405352,26624,286,无锡银行公开发行A股可转换公司债券募集说明书_600908_20180126_11.txt
苏州市吴中城区建设发展有限公司,,2018-01-24,90,10,133790,2545,40,2018年苏州市吴中城区建设发展有限公司公司债券募集说明书_3142028074355564.txt
红狮控股集团有限公司,,2018-01-18,122,5,216071,5790,60,红狮控股集团有限公司公开发行2018年“一带一路”公司债券募集说明书_3135991498414951.txt
吉林省高速公路集团有限公司,,2018-01-18,117,5,162634,5890,60,吉林省高速公路集团有限公司2018年公开发行公司债券募集说明书（面向合格投资者）_3135977214568393.txt
 江苏常熟农村商业银行股份有限公司,常熟银行,2018-01-17,1032,26,401700,38596,378,常熟银行公开发行A股可转换公司债券募集说明书_601128_20180117_4.txt
公司,,2018-01-10,78,10,151498,3020,38,2017年第一期桐城市建设投资发展有限责任公司城市停车场建设专项债券募集说明书_3129169474805938.txt
宿迁市城市建设投资（集团）有限公司,,2018-01-08,116,10,216566,4214,53,2017年第二期宿迁市城市建设投资（集团）有限公司公司债券募集说明书_3125570239083714.txt
襄阳市住房投资有限公司,,2018-01-04,106,8,156578,4452,52,2017年襄阳市住房投资有限公司公司债券募集说明书_3123924591849020.txt
太和县国有资产投资运营有限公司,,2018-01-02,98,10,184558,3944,48,2017年太和县国有资产投资运营有限公司公司债券募集说明书_3118790793467021.txt
南充市嘉陵发展投资有限公司,,2017-12-29,76,14,153710,3469,38,2017年南充市嘉陵发展投资有限公司公司债券募集说明书_3119436236741622.txt
金华融盛投资发展集团有限公司,,2017-12-27,116,10,183036,4578,49,2017年金华融盛投资发展集团有限公司公司债券募集说明书_3117847087213735.txt
泰州凤城河建设发展有限公司,,2017-12-26,108,8,122954,3822,45,2017年第一期泰州凤城河建设发展有限公司公司债券募集说明书_3116098453404762.txt
公司,吉视传媒,2017-12-25,226,24,647406,8044,98,吉视传媒公开发行可转换公司债券募集说明书_601929_20171225_2.txt
定远建设投资有限责任公司,,2017-12-25,63,4,85890,1941,24,2017年第一期定远建设投资有限责任公司公司债券募集说明书_3116145023644702.txt
西安高新控股有限公司,,2017-12-25,86,6,112228,2322,30,2017年第一期西安高新控股有限公司公司债券募集说明书_3116078456149159.txt
鹤岗市城市建设投资开发有限责任公司,,2017-12-22,104,12,144338,4237,58,2017年鹤岗市城市建设投资开发有限责任公司公司债券募集说明书_3113583633275688.txt
西平县产业集聚区投融资有限公司,,2017-12-22,144,12,221468,5717,60,2017年第一期西平县产业集聚区投融资有限公司公司债券募集说明书_3111776022345727.txt
中航电子 股票代码公司,中航电子,2017-12-21,162,2,489676,6532,69,中航电子公开发行可转换公司债券募集说明书_600372_20171221_3.txt
大石桥市城市建设投资有限公司,,2017-12-21,116,14,176854,5472,52,2017年第二期大石桥市城市建设投资有限公司公司债券募集说明书_3112623607859252.txt
上海华信国际集团有限公司,,2017-12-21,306,14,495106,15681,153,上海华信国际集团有限公司2017年公开发行可续期公司债券募集说明书（第二期）_3111873407363690.txt
郎溪县国有资产运营投资有限公司,,2017-12-21,44,4,68625,1443,18,2017年郎溪县国有资产运营投资有限公司公司债券募集说明书_3112047471772776.txt
山县城市建设投资有限公司,,2017-12-21,110,12,195518,5272,56,2017年含山县城市建设投资有限公司公司债券募集说明书_3111799473443015.txt
内蒙古蒙电华能热电股份有限公司,内蒙华电,2017-12-20,312,22,559624,11770,144,内蒙华电公开发行可转换公司债券募集说明书_600863_20171220_3.txt
新疆维吾尔自治区哈密地区国有资产投资经营有限公司,,2017-12-20,88,12,195534,3681,40,2017年新疆维吾尔自治区哈密地区国有资产投资经营有限公司公司债券募集说明书_3111761531952333.txt
常州市金坛区交通产业集团有限公司,,2017-12-15,80,6,167628,3601,40,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书（更新）_3107345581612709.txt
常州市金坛区交通产业集团有限公司,,2017-12-15,0,0,0,0,0,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书更正公告_3107345689952756.txt
桃源县经济开发区开发投资有限公司,,2017-12-14,76,14,160712,3636,40,2017年第一期桃源县经济开发区开发投资有限公司公司债券募集说明书_3104925676504150.txt
公司,,2017-12-14,56,5,91863,1948,22,2017年长兴综合物流园项目收益债券募集说明书_3106599592492036.txt
乐清市国有投资有限公司,,2017-12-14,164,14,190316,6789,78,2017年第一期乐清市国有投资有限公司城市停车场建设专项债券募集说明书_3106497118729603.txt
常州市金坛区交通产业集团有限公司,,2017-12-14,80,6,167628,3601,40,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书_3106422220314884.txt
扬中市城市建设投资发展总公司,,2017-12-14,102,10,165586,4305,46,2017年扬中市城市建设投资发展总公司绿色企业债券募集说明书_3105873787191400.txt
泰晶科技 股票代码 公司,泰晶科技,2017-12-13,190,8,386324,8304,93,泰晶科技公开发行A股可转换公司债券募集说明书_603738_20171213_3.txt
江西省湖口县石钟投资开发有限公司,,2017-12-13,86,8,136552,2788,40,2017年江西省湖口县石钟投资开发有限公司公司债券募集说明书_3105622302363977.txt
公司,,2017-12-11,150,12,144816,5844,70,2017年第二期衡阳县城市和农村建设投资有限公司公司债券募集说明书_3103852502822730.txt
常州市金坛区交通产业集团有限公司,,2017-12-08,80,6,167624,3601,40,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书_3098917687355179.txt
上海华信国际集团有限公司,,2017-12-07,306,14,492974,15616,153,上海华信国际集团有限公司2017年公开发行可续期公司债券募集说明书（第一期）_3100431220434717.txt
安吉县城市建设投资集团有限公司,,2017-12-07,136,18,215258,5180,70,2017年第一期安吉县城市建设投资集团有限公司海绵城市绿色债券募集说明书_3098856531096066.txt
南京高新技术经济开发有限责任公司,,2017-12-05,42,0,91822,3214,17,2017年第一期南京高新技术经济开发有限责任公司公司债券募集说明书_3098001885425534.txt
临朐沂山实业有限公司,,2017-12-04,54,7,79887,1910,21,2017年临朐沂山实业有限公司公司债券募集说明书_3097982384549995.txt
凤阳县经济发展投资有限公司,,2017-12-01,146,10,179220,5848,56,2017年凤阳县经济发展投资有限公司公司债券募集说明书_3095234576638658.txt
公司,,2017-12-01,49,11,83115,2290,26,2017年第一期蒙自市城市建设投资有限责任公司城市停车场建设专项债券募集说明书_3095226706841411.txt
南通开元建设开发有限公司,,2017-12-01,124,10,154308,5070,49,2017年南通开元建设开发有限公司公司债券募集说明书_3094553734293903.txt
技术产业开发区创业园发展中心公司,,2017-11-30,84,8,129088,3156,40,2017年西安高新技术产业开发区创业园发展中心双创孵化专项债券募集说明书_3092643853599627.txt
泸州临港投资集团公司,,2017-11-29,130,6,219728,5662,61,2017年第一期泸州临港产业园区建设项目收益债券募集说明书_3093493419445550.txt
