公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,文档名称
艾华集团公司,艾华集团,2018-02-28,186,8,391736,3169,32,艾华集团公开发行可转换公司债券募集说明书_603989_20180228_7
山东玲珑轮胎股份有限公司,玲珑轮胎,2018-02-27,252,2,502920,4533,42,玲珑轮胎公开发行可转换公司债券募集说明书_601966_20180227_11
重庆市铜梁区金龙城市建设投资（集团）有限公司,,2018-02-13,120,12,164938,1686,18,2018年重庆市铜梁区金龙城市建设投资（集团）有限公司城市停车场建设专项债券募集说明书_3154805186796207
寿县国有资产投资运营（集团）有限公司,,2018-02-13,0,0,1176580,0,0,2017年寿县国有资产投资运营（集团）有限公司公司债券募集说明书_3155076174956415
公司,,2018-02-08,138,6,163944,2144,23,2018年第一期秭归县楚元投资有限责任公司养老产业专项债券募集说明书_3154094733727407
安徽潜山县投资有限公司,,2018-02-06,80,4,186432,1059,14,2018年安徽潜山县投资有限公司公司债券募集说明书_3152480920721763
北海新区城区开发建设投资有限公司,,2018-02-05,140,10,161158,1886,21,3 2018年第一期营口北海新区城区开发建设投资有限公司公司债券募集说明书_3149793736247778
肥西县城乡建设投资有限公司,,2018-02-05,102,8,138856,1204,13,2016年肥西县城乡建设投资有限公司公司债券募集说明书_3152391382199996
重庆渝中国有资产经营管理有限公司,,2018-02-02,110,16,171124,2232,21,2018年第一期重庆渝中国有资产经营管理有限公司专项债券募集说明书_3149784480059782
京山县京诚投资开发有限公司,,2018-02-01,63,5,92180,852,10,2018年京山县京诚投资开发有限公司公司债券募集说明书_3148740658433572
贵州省红果经济开发区开发有限责任公司,,2018-01-31,124,32,274264,1740,25,2018年贵州省红果经济开发区开发有限责任公司养老产业专项债券募集说明书_3148085174179738
中国建筑第六工程局有限公司,,2018-01-31,288,30,319488,4579,53,中国建筑第六工程局有限公司公开发行2018年可续期公司债券募集说明书_3148043453848578
建设投资开发有限公司,,2018-01-31,66,1,89273,743,9,2018年第一期吉水县城市建设投资开发有限公司城市地下综合管廊建设专项债券募集说明书_3148083584958154
泾县国有资产投资运营有限公司,,2018-01-31,41,4,80892,432,6,2018年泾县国有资产投资运营有限公司公司债券募集说明书_3146355403101853
安岳县兴安城市建设投资开发有限公司,,2018-01-30,144,6,158804,2311,25,2018年第一期安岳县兴安城市建设投资开发有限公司公司债券募集说明书_3146536191326185
中国石油天然气集团有限公司,,2018-01-30,140,11,187288,2427,24,中国石油天然气集团有限公司2018年公开发行可交换公司债券募集说明书（面向公众投资者）_3146434780135676
兴义市信恒城市建设投资有限公司,,2018-01-29,138,18,255608,2180,22,2018年第一期兴义市信恒城市建设投资有限公司公司债券募集说明书_3142887278709304
中银国际证券股份有限公司,,2018-01-29,282,22,256730,3640,40,中银国际证券股份有限公司2018年公开发行公司债券募集说明书_3143763241776552
无锡银行公司,无锡银行,2018-01-26,832,24,405352,9984,107,无锡银行公开发行A股可转换公司债券募集说明书_600908_20180126_11
苏州市吴中城区建设发展有限公司,,2018-01-24,90,10,133790,954,15,2018年苏州市吴中城区建设发展有限公司公司债券募集说明书_3142028074355564
红狮控股集团有限公司,,2018-01-18,122,5,216071,2171,22,红狮控股集团有限公司公开发行2018年“一带一路”公司债券募集说明书_3135991498414951
吉林省高速公路集团有限公司,,2018-01-18,117,5,162634,2209,22,吉林省高速公路集团有限公司2018年公开发行公司债券募集说明书（面向合格投资者）_3135977214568393
 江苏常熟农村商业银行股份有限公司,常熟银行,2018-01-17,1032,26,401700,14473,142,常熟银行公开发行A股可转换公司债券募集说明书_601128_20180117_4
公司,,2018-01-10,78,10,151498,1132,14,2017年第一期桐城市建设投资发展有限责任公司城市停车场建设专项债券募集说明书_3129169474805938
宿迁市城市建设投资（集团）有限公司,,2018-01-08,116,10,216566,1580,20,2017年第二期宿迁市城市建设投资（集团）有限公司公司债券募集说明书_3125570239083714
襄阳市住房投资有限公司,,2018-01-04,106,8,156578,1669,19,2017年襄阳市住房投资有限公司公司债券募集说明书_3123924591849020
太和县国有资产投资运营有限公司,,2018-01-02,98,10,184558,1479,18,2017年太和县国有资产投资运营有限公司公司债券募集说明书_3118790793467021
南充市嘉陵发展投资有限公司,,2017-12-29,76,14,153710,1301,14,2017年南充市嘉陵发展投资有限公司公司债券募集说明书_3119436236741622
金华融盛投资发展集团有限公司,,2017-12-27,116,10,183036,1717,18,2017年金华融盛投资发展集团有限公司公司债券募集说明书_3117847087213735
泰州凤城河建设发展有限公司,,2017-12-26,108,8,122954,1433,17,2017年第一期泰州凤城河建设发展有限公司公司债券募集说明书_3116098453404762
公司,吉视传媒,2017-12-25,226,24,647406,3016,37,吉视传媒公开发行可转换公司债券募集说明书_601929_20171225_2
定远建设投资有限责任公司,,2017-12-25,63,4,85890,728,9,2017年第一期定远建设投资有限责任公司公司债券募集说明书_3116145023644702
西安高新控股有限公司,,2017-12-25,86,6,112228,871,11,2017年第一期西安高新控股有限公司公司债券募集说明书_3116078456149159
鹤岗市城市建设投资开发有限责任公司,,2017-12-22,104,12,144338,1589,22,2017年鹤岗市城市建设投资开发有限责任公司公司债券募集说明书_3113583633275688
西平县产业集聚区投融资有限公司,,2017-12-22,144,12,221468,2144,22,2017年第一期西平县产业集聚区投融资有限公司公司债券募集说明书_3111776022345727
中航电子 股票代码公司,中航电子,2017-12-21,162,2,489676,2449,26,中航电子公开发行可转换公司债券募集说明书_600372_20171221_3
大石桥市城市建设投资有限公司,,2017-12-21,116,14,176854,2052,19,2017年第二期大石桥市城市建设投资有限公司公司债券募集说明书_3112623607859252
上海华信国际集团有限公司,,2017-12-21,306,14,495106,5880,57,上海华信国际集团有限公司2017年公开发行可续期公司债券募集说明书（第二期）_3111873407363690
郎溪县国有资产运营投资有限公司,,2017-12-21,44,4,68625,541,7,2017年郎溪县国有资产运营投资有限公司公司债券募集说明书_3112047471772776
山县城市建设投资有限公司,,2017-12-21,110,12,195518,1977,21,2017年含山县城市建设投资有限公司公司债券募集说明书_3111799473443015
内蒙古蒙电华能热电股份有限公司,内蒙华电,2017-12-20,312,22,559624,4414,54,内蒙华电公开发行可转换公司债券募集说明书_600863_20171220_3
新疆维吾尔自治区哈密地区国有资产投资经营有限公司,,2017-12-20,88,12,195534,1380,15,2017年新疆维吾尔自治区哈密地区国有资产投资经营有限公司公司债券募集说明书_3111761531952333
常州市金坛区交通产业集团有限公司,,2017-12-15,80,6,167628,1350,15,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书（更新）_3107345581612709
常州市金坛区交通产业集团有限公司,,2017-12-15,0,0,0,0,0,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书更正公告_3107345689952756
桃源县经济开发区开发投资有限公司,,2017-12-14,76,14,160712,1363,15,2017年第一期桃源县经济开发区开发投资有限公司公司债券募集说明书_3104925676504150
公司,,2017-12-14,56,5,91863,730,8,2017年长兴综合物流园项目收益债券募集说明书_3106599592492036
乐清市国有投资有限公司,,2017-12-14,164,14,190316,2546,29,2017年第一期乐清市国有投资有限公司城市停车场建设专项债券募集说明书_3106497118729603
常州市金坛区交通产业集团有限公司,,2017-12-14,80,6,167628,1350,15,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书_3106422220314884
扬中市城市建设投资发展总公司,,2017-12-14,102,10,165586,1614,17,2017年扬中市城市建设投资发展总公司绿色企业债券募集说明书_3105873787191400
泰晶科技 股票代码 公司,泰晶科技,2017-12-13,190,8,386324,3114,35,泰晶科技公开发行A股可转换公司债券募集说明书_603738_20171213_3
江西省湖口县石钟投资开发有限公司,,2017-12-13,86,8,136552,1045,15,2017年江西省湖口县石钟投资开发有限公司公司债券募集说明书_3105622302363977
公司,,2017-12-11,150,12,144816,2191,26,2017年第二期衡阳县城市和农村建设投资有限公司公司债券募集说明书_3103852502822730
常州市金坛区交通产业集团有限公司,,2017-12-08,80,6,167624,1350,15,2017年第二期常州市金坛区交通产业集团有限公司公司债券募集说明书_3098917687355179
上海华信国际集团有限公司,,2017-12-07,306,14,492974,5856,57,上海华信国际集团有限公司2017年公开发行可续期公司债券募集说明书（第一期）_3100431220434717
安吉县城市建设投资集团有限公司,,2017-12-07,136,18,215258,1942,26,2017年第一期安吉县城市建设投资集团有限公司海绵城市绿色债券募集说明书_3098856531096066
南京高新技术经济开发有限责任公司,,2017-12-05,42,0,91822,1205,6,2017年第一期南京高新技术经济开发有限责任公司公司债券募集说明书_3098001885425534
临朐沂山实业有限公司,,2017-12-04,54,7,79887,716,8,2017年临朐沂山实业有限公司公司债券募集说明书_3097982384549995
凤阳县经济发展投资有限公司,,2017-12-01,146,10,179220,2193,21,2017年凤阳县经济发展投资有限公司公司债券募集说明书_3095234576638658
公司,,2017-12-01,49,11,83115,859,9,2017年第一期蒙自市城市建设投资有限责任公司城市停车场建设专项债券募集说明书_3095226706841411
南通开元建设开发有限公司,,2017-12-01,124,10,154308,1901,18,2017年南通开元建设开发有限公司公司债券募集说明书_3094553734293903
技术产业开发区创业园发展中心公司,,2017-11-30,84,8,129088,1183,15,2017年西安高新技术产业开发区创业园发展中心双创孵化专项债券募集说明书_3092643853599627
泸州临港投资集团公司,,2017-11-29,130,6,219728,2123,23,2017年第一期泸州临港产业园区建设项目收益债券募集说明书_3093493419445550
红安县城市发展投资有限公司,,2017-11-29,78,5,93466,1339,14,2017年红安县城市发展投资有限公司公司债券募集说明书_3092758596480200
抚州市投资发展（集团）有限公司,,2017-11-27,144,18,289288,1994,22,2017年抚州市投资发展（集团）有限公司城市停车场建设专项债券募集说明书_3089422646469464
沅陵辰州投资集团有限公司,,2017-11-24,84,10,175154,1409,16,2017年第二期沅陵辰州投资集团有限公司地下综合管廊建设专项债券募集说明书_3089221887129667
青州市城市建设投资开发有限公司,,2017-11-23,138,10,156126,1958,25,2017年第一期青州市城市建设投资开发有限公司公司债券募集说明书_3088319938197574
阳城市建设发展集团有限公司,,2017-11-23,41,7,91076,687,8,2017年射阳城市建设发展集团有限公司公司债券募集说明书_3088434841256022
广东生益科技股份有限公司,生益科技,2017-11-22,196,14,464192,3156,33,生益科技公开发行可转换公司债券募集说明书_600183_20171122_2
